Frame,Asymmetry,Left Velocity,Right Velocity,Left Jitter,Right Jitter
0,15.0,0.0,0.0,2.491384996328572,5.369533440696088
1,15.4,87.36373978701928,76.98785734870218,2.5163631933319506,4.750935150058314
2,16.4,47.31809710423605,57.901689239237314,3.6662351789219736,4.319635307261532
3,16.2,43.41640786499874,64.60697361379421,3.901876802978242,2.7274465879603085
4,16.2,93.79014665821214,84.29176306524633,4.301544863154035,2.885622965132333
5,15.6,121.73273868834929,89.5806395748045,5.178108856887594,2.11808290202913
6,16.8,166.30099641850566,161.22020820522235,4.8971489908500985,2.294449206254029
7,14.6,142.36095004707946,174.35976211634448,5.185626708859401,2.2363190188482482
8,15.2,202.83858617877814,96.41035209226882,5.604667706871314,3.682242560887359
9,14.0,129.18254085751582,175.02052395274956,4.158973670244835,3.7188222702713696
10,11.8,149.4624468866081,230.90701956786012,3.5357735694192494,2.9492285769873705
11,12.4,232.22428631161742,196.03320958303442,3.424055871476236,3.8931583544843007
12,14.2,234.5075621606752,164.17839802062068,10.679712466400877,4.73415963299165
13,13.8,234.77905002580513,232.62784732058293,9.861024577884566,5.233085466899721
14,14.4,183.14489808882044,145.291441160289,11.7037241156843,7.847432256411038
15,14.0,185.50874731302903,214.05439812889654,11.728440775698711,8.926651264488992
16,14.2,236.572559625564,112.69415627074413,10.522791187675697,6.8450917116589025
17,16.4,163.09069226334603,194.73360971476478,10.463701891572784,6.995777713592812
18,16.2,159.57144948370347,181.09069226334606,10.71795654141793,7.034082215444505
19,15.4,187.3327508352627,266.6877457200221,10.401388618523718,7.462987424717165
20,18.6,234.64496435792188,203.64675298172568,3.008650949244229,6.39432159751554
21,19.0,256.5382078661194,171.5770655865726,0.9501446957634336,6.909328336360881
22,18.0,110.68596567572652,159.50988191942216,0.6726296270836162,3.883306983153618
23,19.6,198.47792138677158,230.9778248086342,0.6558527281525286,1.6419453188703579
24,21.8,195.074729778224,90.70925326383366,0.8626253580356857,1.5324427232824558
25,20.4,171.12122168163555,201.90557373907387,0.9800725221655103,1.7264362784674105
26,21.2,123.71127400988853,137.34560736750018,1.1648074604250802,1.101565614176072
27,22.6,101.04971551778269,175.04610621078766,1.4757125735377068,1.1187829093451234
28,23.8,133.1428989674069,128.7491587002614,1.3384937024250427,1.1522209278335782
29,23.6,100.1876131885987,111.87048570682896,1.4982526498932192,2.091994651011156
30,24.0,54.38697061347589,78.38697061347588,1.4726099419653784,2.573297512349569
31,25.4,59.04971551778267,42.38697061347588,1.4351769750715846,2.3733946326155393
32,25.0,78.38697061347588,71.22288955600649,1.2357269740689871,2.2107605024517505
33,25.8,47.357533361953024,20.48528137423857,0.7916883095253088,2.111294603269698
34,25.0,0.0,26.48528137423857,0.8496917908773265,2.0008314789576067
35,25.2,43.45584412271571,14.485281374238571,0.9456980502605037,1.900680157803302
36,24.8,26.48528137423857,31.45584412271571,0.889775697153622,1.8205943372718023
37,24.8,14.485281374238571,12.0,0.6877930445523304,1.366030804181887
38,25.4,32.48528137423857,6.0,0.6684726662140242,0.8371285614271278
39,25.8,22.970562748477143,69.36373978701928,0.9137309367562447,0.6528704430632447
40,26.0,44.87225198771445,18.0,0.520308453596532,0.7980113532353472
41,26.4,8.485281374238571,55.416407864998746,0.5932269016404399,0.7725244751401852
42,26.8,54.0,66.38697061347588,0.5483988690212108,0.6652416461610595
43,26.4,74.1903490919505,56.83281572999748,0.35459848835399244,0.5189092465032601
44,25.4,81.29865885890732,90.99704743980324,0.6739338816120253,0.5259096153104545
45,25.0,38.48528137423857,59.31809710423605,0.5990126568207257,0.4741145176824843
46,26.0,32.48528137423857,44.83281572999748,0.6099759296578044,0.4590709998107344
47,25.2,61.416407864998746,44.87225198771445,0.919384641911011,0.4892123175518556
48,25.0,39.901689239237314,25.41640786499874,2.5267469309924206,0.2401263496304295
49,25.4,37.41640786499874,48.0,2.448602897246921,0.25291189567709704
50,25.0,26.48528137423857,24.0,2.7964930654766604,0.2543476644677832
51,24.6,34.97056274847714,6.0,2.7295163878965014,0.27544851731089703
52,24.8,6.0,24.0,2.722607791845915,0.23806305897104718
53,24.4,26.48528137423857,42.38697061347588,2.628617782263861,0.1880561021412348
54,24.4,62.390073826009015,48.42640687119285,2.7212858385908505,0.1640888523020784
55,25.0,44.390073826009015,52.87535520024759,2.421359428046913,0.09342591371979433
56,24.6,34.97056274847714,33.45894733524885,0.44207652923158913,0.18886124887167016
57,24.2,0.0,12.0,0.7567630144200821,0.18641077204937698
58,23.6,69.36373978701928,38.48528137423857,0.8547293513585238,0.18774986508963648
59,26.6,68.27363064572721,56.91168824543142,0.8530899176780298,0.17253457142376913
60,24.8,79.57443314973821,41.31809710423605,1.0358119725230224,0.18391691894969364
61,24.0,58.288659852713195,32.48528137423857,1.5920515083781588,2.367161149335259
62,25.2,41.31809710423605,52.288659852713195,1.311100632367761,3.476458371032489
63,25.6,18.0,38.48528137423857,1.604466775035883,3.419748437707946
64,26.0,26.48528137423857,8.485281374238571,1.604466775035883,3.2648200446512385
65,25.6,43.41640786499874,34.97056274847714,1.8129507664001854,3.051858525419296
66,24.6,39.45894733524885,33.901689239237314,1.843318498685892,3.217614417525402
67,25.0,6.0,44.48528137423857,1.9279350570472698,2.972494115738039
68,24.2,48.38697061347588,24.0,1.6616341883140757,2.9992471545327613
69,23.8,53.089151775499644,30.973665961010276,0.49877118823093075,1.7509194986585046
70,23.8,24.0,18.0,0.06573270064415519,0.4921881611666027
71,23.4,72.68286246319339,85.37578519508084,0.06514543448284768,0.2086451995147489
72,23.8,44.87225198771445,32.48528137423857,0.06514543448284768,0.19819123794272017
73,22.8,38.48528137423857,68.95140475701999,0.06517703492329929,0.22658419021180715
74,23.4,38.48528137423857,60.77394122695176,0.06582532393619933,0.20287979784557417
75,23.8,34.97056274847714,42.0,1.2273372334509196,0.19011300239387358
76,24.0,38.48528137423857,53.31809710423605,1.2107926149888035,0.23621352919909397
77,23.4,32.48528137423857,24.0,1.3466752976285927,0.6297638954466583
78,24.6,37.45584412271571,45.901689239237314,1.2681278459342666,0.621974973520037
79,23.8,20.48528137423857,34.97056274847714,1.207753912604264,0.7377645812923965
80,24.6,24.0,54.38697061347589,1.0524318903680694,0.693021067965558
81,24.6,18.0,33.901689239237314,0.9481926825563463,0.8150214637832705
82,24.2,18.0,22.970562748477143,0.9826052411425847,0.9316873725379837
83,24.4,12.0,12.0,0.23458055071722844,0.8688746937948209
84,23.4,6.0,37.41640786499874,0.23065867799390732,0.8098230659718124
85,24.4,57.901689239237314,36.0,0.13338949811118825,0.2396646998239712
86,23.4,48.42640687119285,68.95140475701999,0.17887831579301033,0.16880385675838105
87,22.6,20.48528137423857,26.48528137423857,0.4120276470763923,0.17905658479024944
88,24.0,32.48528137423857,47.31809710423605,0.42117009900049207,0.09202145369320905
89,23.6,48.38697061347588,38.87225198771445,0.4501319149827956,0.08742090325993244
90,23.2,37.45584412271571,20.48528137423857,0.4188056832360068,0.08930613711497501
91,23.8,18.0,30.0,0.41380588111659905,0.2071871776283073
92,24.0,20.48528137423857,28.970562748477143,0.5032783443626454,1.035915294525458
93,23.8,12.0,12.0,1.2122078302039618,0.9967061233323155
94,24.4,26.48528137423857,26.48528137423857,1.390008291076096,0.9433880260157461
95,24.2,32.48528137423857,19.41640786499874,1.3419626731289829,0.9537552105906704
96,24.0,6.0,18.0,1.3274220770319731,0.9971096954495721
97,24.2,33.901689239237314,24.0,1.3397064547247042,0.9666998706794423
98,24.0,31.45584412271571,28.970562748477143,1.0644908904472978,0.9514667581809684
99,23.4,38.48528137423857,37.45584412271571,0.8938410828458512,0.9416896043817345
100,23.4,24.0,26.48528137423857,0.8651309879822459,0.3905138692615091
101,23.8,44.83281572999748,51.45894733524885,0.8492612044708532,0.4366131920437346
102,24.4,14.485281374238571,6.0,0.7959983057206007,1.9050043153999923
103,23.2,64.2886598527132,18.0,1.0012487065126838,1.6967864031410547
104,23.8,36.0,36.0,0.8046755359860274,2.7243500229988267
105,24.0,6.0,34.97056274847714,0.6970858955023896,2.8805961528225774
106,24.4,18.0,36.0,0.6032140104316207,3.0103164728921197
107,23.0,67.41640786499875,46.87535520024759,1.1573201349091626,3.3727322554983656
108,24.0,102.13175484277637,82.54511544471372,1.426160811614373,3.1461068479710947
109,23.4,67.0820393249937,69.21978634347336,1.643952157987123,3.1461068479710947
110,23.0,94.86832980505139,53.31809710423605,1.712330022264686,2.4053662911719096
111,22.4,105.16814383743194,24.0,1.5311880140012644,2.7668271617403835
112,22.6,78.82268712226815,96.9178946704977,1.8907692487744399,0.8117295482649562
113,24.0,89.07309699657563,132.0,3.432607234080561,4.540145159378325
