Frame,Asymmetry,Left Velocity,Right Velocity,Left Jitter,Right Jitter
0,4.8,0.0,0.0,0.273023031509591,0.5359268072426387
1,4.2,25.13312629199899,14.4,0.22290553772780342,0.5497132090895014
2,5.2,37.57645019878171,23.176450198781716,0.23505962081794723,0.5812174850655636
3,5.0,19.2,19.2,0.3007774286603475,0.44001903679607496
4,5.0,19.2,27.976450198781713,0.6202348988904542,0.38236622423386635
5,5.0,21.188225099390856,24.0,0.6174481667387353,0.34631260641930595
6,4.6,24.0,24.0,0.5644129319605187,0.35059613242415155
7,5.2,27.12135139138985,43.2,0.473150136489739,0.3762718116196779
8,5.4,14.4,19.2,0.3709220485400069,0.4331792267600194
9,5.4,14.4,23.176450198781716,0.42395005847600087,0.39545650478261757
10,6.0,14.4,4.8,0.4591717588641628,0.3954565047826176
11,6.0,24.0,24.0,0.8211969184321919,0.4343389815416669
12,6.2,9.6,21.188225099390856,0.5621735823053697,0.5113683597076173
13,6.4,0.0,9.6,0.5692401209635395,0.4887581141435422
14,6.6,25.988225099390853,24.0,0.596638453639257,0.5257435448383607
15,6.4,14.4,40.38822509939085,0.5680074570712813,0.8959273031457241
16,6.6,29.964675298172573,14.4,0.5387376774287771,0.9108097566639208
17,6.8,21.188225099390856,9.6,0.4435688995004028,0.8553036824005842
18,6.4,25.988225099390853,11.588225099390858,0.3765462049953043,2.270362806578008
19,6.2,27.976450198781713,24.0,10.316390476340636,31.480905481897175
20,5.4,18.376450198781715,27.976450198781713,29.016958481989654,40.96157132277875
21,5.8,52.56405417416954,37.88602668956242,28.73633473726674,38.50259322737605
22,5.8,41.52135139138984,44.64270278277969,28.03428026028238,35.67721352133056
23,6.2,53.53431573639816,44.64270278277969,26.53927265887114,33.67639116217108
24,6.0,72.77893276880823,68.75786553761645,90.52779056544588,74.60374877349376
25,6.4,57.149348905006846,39.842702782779696,199.78459652602814,126.77163338682607
26,5.8,68.52286873523501,58.82799751361699,199.8558402719519,141.26052418536693
27,7.4,47.100284160198065,63.08247519700584,198.47295998645976,142.95301219135445
28,7.0,72.54628997055472,14.4,212.59931985206205,145.8186164279533
29,12.2,178.7894365923467,201.13497585824712,209.03992193671533,151.92319585188085
30,8.6,359.0653106274505,366.8772392192473,173.0659111859767,138.26383987835118
31,12.0,274.8577537696639,243.93564890484885,131.0622983902073,112.02435229760201
32,7.6,294.39242745587717,305.57026619128436,128.18092949524265,100.54483462631246
33,7.2,269.8805359134078,263.1913558761274,51.017102677441244,59.18581950821637
34,5.6,603.9645492389398,574.8655554571777,20.537302924816693,26.93090764066782
35,6.0,140.39178043629437,175.33041881074053,15.475034511926363,24.376228746602123
36,5.6,161.71348200613502,169.71947382812735,42.705970541394024,60.5390327070788
37,7.0,21.188225099390856,64.79267281178956,61.601480260320336,75.05693463799398
38,11.0,298.3009131642773,262.6360601885445,69.4060125579834,77.34902241174595
39,11.0,42.65447768338884,16.38822509939086,66.71230025742747,75.08646584045081
40,8.6,264.58052847833454,255.9441814467495,67.00585816010096,60.70046983228567
41,7.2,75.63609235577098,49.13312629199899,58.60631685395921,17.775690833743244
42,7.6,207.0399626887873,276.48630569760815,35.582869404018766,10.306454432598407
43,6.8,18.376450198781715,14.4,3.301321783645124,0.5131950123321598
44,8.8,235.93876543754203,135.71380141023755,3.549123370408906,0.5654145073810124
45,8.2,31.95290039756343,21.188225099390856,3.1441550669950007,0.5669150551127858
46,7.8,9.6,14.4,2.9544242823752738,0.5315849947311689
47,7.2,9.6,24.309576490780707,2.522131991060763,0.12929020776529848
48,7.4,24.0,9.6,0.5425606744931608,0.07786302667410686
49,9.4,66.42670438798964,40.66625258399798,0.3975102034235477,0.06612026934515347
50,8.4,9.6,25.988225099390853,0.4214661668561993,0.2246815172798386
51,8.4,35.89780159017156,29.93312629199899,0.4148125246541482,0.20711223889937663
52,8.4,33.90957649078071,35.89780159017156,0.3712193612910275,0.1914899647354166
53,8.2,19.2,20.36467529817257,0.3876026769509115,0.20640821737371995
54,8.0,25.988225099390853,18.376450198781715,0.2683938192951102,0.32770921137816855
55,7.8,38.709576490780705,29.93312629199899,0.2683938192951102,0.27817176263266974
56,7.6,11.588225099390858,25.988225099390853,0.26839381929511025,0.3075687852147094
57,7.0,14.4,20.33312629199899,0.2821836536448771,0.3180631607545744
58,7.4,27.976450198781713,21.188225099390856,0.11362288916393497,0.42455054236308776
59,7.0,16.38822509939086,27.976450198781713,0.10662944648288826,0.4694731615639669
