Frame,Right Velocity,Left Velocity,Right Displacement,Left Displacement
0,0.0,0.0,0.0,0.0
1,26.48528137423857,37.45584412271571,0.882842712474619,1.248528137423857
2,22.970562748477143,20.48528137423857,0.765685424949238,0.682842712474619
3,0.0,14.485281374238571,0.0,0.48284271247461896
4,18.0,16.970562748477143,0.6,0.565685424949238
5,30.0,12.0,1.0,0.4
6,55.416407864998746,32.48528137423857,1.847213595499958,1.082842712474619
7,87.30796849650672,26.48528137423857,2.9102656165502236,0.882842712474619
8,26.48528137423857,26.48528137423857,0.882842712474619,0.882842712474619
9,91.41640786499875,95.28689357182768,3.047213595499958,3.17622978572759
10,100.24922359499622,121.38408583938266,3.341640786499874,4.046136194646088
11,26.48528137423857,25.41640786499874,0.882842712474619,0.847213595499958
12,24.0,55.80337847847462,0.8,1.860112615949154
13,26.48528137423857,26.48528137423857,0.882842712474619,0.882842712474619
14,49.41640786499874,32.48528137423857,1.647213595499958,1.082842712474619
15,30.0,40.97056274847714,1.0,1.365685424949238
16,37.45584412271571,28.970562748477143,1.248528137423857,0.9656854249492379
17,42.38697061347588,42.38697061347588,1.412899020449196,1.412899020449196
18,60.29176306524632,54.38697061347589,2.0097254355082113,1.812899020449196
19,64.24922359499621,82.33740574802957,2.141640786499874,2.7445801916009858
20,78.97366596101028,64.8753552002476,2.632455532033676,2.162511840008253
21,62.83281572999748,71.31809710423605,2.094427190999916,2.3772699034745353
22,46.97056274847714,33.901689239237314,1.565685424949238,1.130056307974577
23,62.15091283423353,74.7770444394849,2.071697094474451,2.49256814798283
24,18.0,68.83281572999749,0.6,2.294427190999916
25,68.83281572999749,49.41640786499874,2.294427190999916,1.647213595499958
26,42.38697061347588,33.901689239237314,1.412899020449196,1.130056307974577
27,18.0,34.97056274847714,0.6,1.1656854249492379
28,12.0,22.970562748477143,0.4,0.765685424949238
29,39.941125496954285,36.38697061347588,1.3313708498984762,1.2128990204491958
30,44.48528137423857,45.941125496954285,1.482842712474619,1.5313708498984762
31,22.970562748477143,18.0,0.7656854249492381,0.6
32,24.0,55.80337847847462,0.8,1.860112615949154
33,63.806481691007754,53.31809710423605,2.126882723033592,1.7772699034745352
34,99.42459942943248,84.0,3.314153314314416,2.8
35,70.6361942084721,65.22288955600649,2.3545398069490697,2.17409631853355
36,67.80337847847463,33.901689239237314,2.260112615949154,1.130056307974577
37,68.87225198771446,51.901689239237314,2.295741732923815,1.7300563079745772
38,53.35753336195303,53.31809710423605,1.7785844453984343,1.7772699034745352
39,62.83281572999748,46.249223594996224,2.094427190999916,1.5416407864998738
40,37.45584412271571,28.970562748477143,1.248528137423857,0.9656854249492379
41,52.288659852713195,74.7770444394849,1.742955328423773,2.49256814798283
42,33.901689239237314,12.0,1.130056307974577,0.4
43,37.41640786499874,24.0,1.247213595499958,0.8
44,69.84591794872473,34.97056274847714,2.328197264957491,1.1656854249492379
45,73.36063657448616,76.78014765201803,2.445354552482872,2.559338255067268
46,39.941125496954285,39.901689239237314,1.331370849898476,1.3300563079745769
47,26.48528137423857,36.0,0.882842712474619,1.2
48,33.901689239237314,20.48528137423857,1.130056307974577,0.682842712474619
49,50.83281572999748,34.97056274847714,1.694427190999916,1.1656854249492379
50,50.83281572999748,38.48528137423857,1.694427190999916,1.282842712474619
51,20.48528137423857,34.97056274847714,0.682842712474619,1.1656854249492379
52,38.83281572999748,43.41640786499874,1.2944271909999159,1.4472135954999579
53,40.97056274847714,20.48528137423857,1.365685424949238,0.682842712474619
54,58.24922359499622,47.31809710423605,1.941640786499874,1.577269903474535
55,55.416407864998746,28.970562748477143,1.847213595499958,0.9656854249492379
56,32.48528137423857,52.288659852713195,1.082842712474619,1.7429553284237727
57,84.9810876950326,31.41640786499874,2.832702923167753,1.047213595499958
58,69.21978634347336,26.48528137423857,2.3073262114491118,0.882842712474619
59,50.87225198771445,20.48528137423857,1.6957417329238151,0.682842712474619
60,26.48528137423857,26.48528137423857,0.882842712474619,0.882842712474619
61,30.0,31.45584412271571,1.0,1.0485281374238569
62,37.45584412271571,34.97056274847714,1.248528137423857,1.1656854249492379
63,55.53499689202124,47.31809710423605,1.851166563067375,1.577269903474535
64,32.48528137423857,33.901689239237314,1.082842712474619,1.130056307974577
65,53.04971551778267,51.45894733524885,1.7683238505927559,1.7152982445082952
66,72.97366596101028,96.97366596101028,2.432455532033676,3.2324555320336756
67,70.60697361379421,87.06999378404251,2.353565787126474,2.90233312613475
68,113.24627103479945,126.2106273582103,3.7748757011599814,4.207020911940344
69,72.97366596101028,72.97366596101028,2.432455532033676,2.432455532033676
70,91.18823416311344,80.4509334684222,3.0396078054371136,2.6816977822807404
71,58.87535520024759,40.97056274847714,1.9625118400082529,1.365685424949238
72,63.21978634347336,52.288659852713195,2.107326211449112,1.742955328423773
73,30.0,37.45584412271571,1.0,1.248528137423857
74,69.21978634347336,70.87535520024758,2.3073262114491118,2.362511840008253
75,55.80337847847462,44.48528137423857,1.860112615949154,1.482842712474619
76,105.42459942943249,43.45584412271571,3.5141533143144166,1.448528137423857
77,71.04971551778267,64.60697361379421,2.368323850592756,2.1535657871264737
78,90.02338147879296,54.38697061347589,3.000779382626432,1.812899020449196
79,52.91479145796457,88.2886598527132,1.763826381932152,2.942955328423773
80,101.34560736750018,109.05790708221643,3.3781869122500057,3.635263569407214
81,45.901689239237314,81.75071040049518,1.530056307974577,2.725023680016506
82,161.01420025668955,38.48528137423857,5.3671400085563175,1.282842712474619
83,141.50580532698814,131.6428340726721,4.716860177566271,4.3880944690890695
84,118.10979527474758,64.24922359499621,3.936993175824919,2.141640786499874
