Frame,Right Velocity,Left Velocity,Right Displacement,Left Displacement
0,0.0,0.0,0.0,0.0
1,33.6,24.0,1.4,1.0
2,20.33312629199899,47.45447768338884,0.847213595499958,1.9772699034745351
3,9.6,20.33312629199899,0.4,0.847213595499958
4,48.58760397538783,68.45954651979056,2.024483498974493,2.8524811049912744
5,36.72135139138985,73.18338048120692,1.530056307974577,3.049307520050289
6,59.82163555158792,59.82163555158792,2.49256814798283,2.49256814798283
7,18.376450198781715,27.12135139138985,0.765685424949238,1.130056307974577
8,116.46626222412786,96.96380570918991,4.8527609260053275,4.040158571216246
9,146.394845703946,157.14244483722092,6.099785237664417,6.547601868217538
10,40.38822509939085,69.11205906080721,1.6828427124746193,2.879669127533634
11,25.164675298172572,33.90957649078071,1.048528137423857,1.412899020449196
12,19.2,27.976450198781713,0.8,1.1656854249492379
13,50.26625258399798,14.4,2.094427190999916,0.6
14,65.92579910378856,54.7436080669808,2.7469082959911897,2.280983669457533
15,21.188225099390856,16.38822509939086,0.882842712474619,0.682842712474619
16,58.733126291999,175.11799743827459,2.447213595499958,7.296583226594774
17,86.51232622490295,135.6043764765135,3.6046802593709573,5.650182353188062
18,27.976450198781713,27.976450198781713,1.1656854249492379,1.1656854249492379
19,57.17557782544344,141.49178437993902,2.3823157427268096,5.8954910158307925
20,80.30152783348008,173.08496553650508,3.3458969930616695,7.211873564021043
21,32.77645019878171,40.38822509939085,1.365685424949238,1.6828427124746193
22,37.576450198781714,14.4,1.565685424949238,0.6
23,61.80986065097877,25.988225099390853,2.575410860457449,1.082842712474619
24,51.90028416019807,33.90957649078071,2.1625118400082526,1.412899020449196
25,21.188225099390856,24.0,0.882842712474619,1.0
26,19.2,31.95290039756343,0.8,1.3313708498984762
27,33.90957649078071,14.4,1.412899020449196,0.6
28,0.0,31.95290039756343,0.0,1.331370849898476
29,128.83191695485576,132.90895530157678,5.367996539785656,5.537873137565699
30,58.14628997055471,152.51902363145115,2.422762082106446,6.35495931797713
31,89.76688074006265,76.10951853978608,3.74028669750261,3.171229939157753
32,75.77205337912484,45.77913210235563,3.1571688907968682,1.9074638375981512
33,78.71799644802506,60.72135139138985,3.2799165186677106,2.530056307974577
34,36.75290039756343,40.66625258399798,1.531370849898476,1.694427190999916
35,88.38822509939085,100.96850188656826,3.6828427124746193,4.207020911940343
36,27.152900397563428,16.38822509939086,1.131370849898476,0.682842712474619
37,38.709576490780705,29.964675298172573,1.612899020449196,1.248528137423857
38,0.0,0.0,0.0,0.0
39,25.988225099390853,35.89780159017156,1.082842712474619,1.495741732923815
40,117.60540900974615,166.45085722560387,4.90022537540609,6.935452384400162
41,105.33491329469499,93.78569832741266,4.388954720612292,3.9077374303088606
