Frame,Asymmetry,Left Velocity,Right Velocity,Left Jitter,Right Jitter
0,0.8,0.0,0.0,0.32433267636750057,0.06400644788264256
1,1.4,25.0,27.071067811865476,0.2350244146090928,0.06400644788264256
2,1.8,5.0,28.251407699364428,0.2300003754086692,0.08895946522479235
3,1.0,31.213203435596427,20.0,0.2699093641585641,0.08729089937166126
4,1.0,22.071067811865476,26.213203435596427,0.3010435387086117,0.11011657456659671
5,2.0,20.0,35.0,0.47264106252795435,0.10248706978145565
6,2.2,28.284271247461902,32.071067811865476,0.557800776835824,0.2584465617937354
7,2.2,42.360679774997905,45.322475511229904,0.5108313089979911,0.7090761096423852
8,2.4,30.0,35.322475511229904,0.5275976260968408,0.6359383924903044
9,2.2,26.213203435596427,24.14213562373095,0.5036403471058947,0.6359383924903044
10,1.8,5.0,20.0,0.5714571020557646,0.6452501633670071
11,1.8,10.0,5.0,0.47323541300520333,0.6396685167118824
12,2.2,22.071067811865476,22.071067811865476,0.3826516669182172,0.5173480084790341
13,1.8,22.071067811865476,31.213203435596427,0.33690282539827654,0.5262249796421838
14,1.6,20.0,33.2842712474619,2.1199894515925752,2.759035034891488
15,1.4,0.0,20.0,2.7333088047976837,2.636767039713432
16,1.0,15.0,0.0,2.779133553347587,2.8586951497646247
17,1.0,35.35533905932738,33.2842712474619,2.8151676445962996,2.7885518860692295
18,1.2,10.0,20.0,2.5754950291226257,2.755011645976211
19,1.0,20.0,5.0,2.579510748132569,2.7683258947106806
20,1.0,15.0,0.0,2.455259581649664,2.670484000541619
21,1.4,19.14213562373095,5.0,2.045570560734157,2.981328741703903
22,1.8,33.25140769936443,12.071067811865476,1.0595461175830563,0.8565273313188932
23,1.4,37.39354332309538,39.14213562373095,1.1741134355217235,2.9765562059987305
24,1.8,93.46936098594871,106.56794393426071,1.0882489632130854,2.8186193797037884
25,2.4,133.7526019243243,133.198393710654,1.0102287553001805,2.9741967142015087
26,3.4,125.0,129.7997104966863,1.0509143580859988,2.8576323427433037
27,4.8,91.00903667921274,109.95163793157113,0.7864316171605218,2.8055921007426177
28,5.4,103.78759620392809,80.8113883008419,0.7807816497291713,2.8265632964633762
29,6.2,98.80462868195563,92.65797268510681,1.0030135940581815,3.1111195180407862
30,5.2,117.97620790308619,104.45099860763116,0.8535939947729188,2.2441165527824163
31,4.6,94.37189252899952,110.0582472280799,0.9633910743436469,1.7796553925606848
32,4.4,105.72532383040195,110.0582472280799,1.161923568297436,1.5943432925002905
33,5.0,60.8113883008419,47.071067811865476,1.1216630101357075,1.5771460733402503
34,4.4,37.071067811865476,55.24313588770527,1.185774469345911,1.571912987519259
35,4.6,27.071067811865476,22.071067811865476,1.40943483252995,1.888878220078921
36,3.6,55.24313588770527,45.0,1.4032887409681274,2.437000213410473
37,3.8,33.25140769936443,31.213203435596427,0.8687533485054413,1.7748503232361212
38,3.4,61.18033988749895,60.8113883008419,0.9306275566035853,1.9229809994428184
39,3.4,17.071067811865476,5.0,1.0651338061316291,1.63051689977928
40,3.2,36.18033988749895,45.0,1.181383390765054,3.1821070920231316
41,2.8,39.464611134960855,46.502815398728856,1.2845455619786679,3.341977680936092
42,3.2,43.2842712474619,29.14213562373095,1.0874120296912202,3.6913831056262545
43,3.8,31.213203435596427,5.0,1.0416504562516948,3.755102669656612
44,3.6,34.14213562373095,29.14213562373095,1.2094341603306722,3.2929643694809454
45,4.2,67.74888238242275,79.40574464318973,1.1775202031952452,2.9482159693931598
46,4.4,72.55832815336875,77.18937656671169,1.1262738597129782,3.3808917472605433
47,4.2,47.683155286227795,69.79484467752359,0.8690230835681929,3.5767733473821686
48,4.4,52.360679774997905,30.0,0.3640802034041389,1.739061365395603
49,4.8,20.0,15.0,0.3647166371479127,0.7023090844486406
50,4.2,53.57388321059433,82.36754037942174,0.2860817367078063,0.7157837084511622
51,4.8,46.18033988749895,37.39354332309538,0.3111168684275931,0.7087821696011798
52,4.0,17.071067811865476,29.14213562373095,0.24290350333776686,0.3963560408904838
53,4.2,10.0,27.071067811865476,0.6247176626727835,0.20781475974077104
54,4.2,10.0,0.0,0.8656700252100075,0.16507420652220156
55,4.4,20.0,17.071067811865476,0.8280758992646984,0.192626766995178
56,4.4,10.0,20.0,0.8289468296316806,0.14960863426222587
57,4.4,17.071067811865476,27.071067811865476,0.9334401440496304,0.22294879834718137
58,3.8,27.071067811865476,29.14213562373095,1.0087653987953573,0.1864277476141749
59,4.0,40.322475511229904,37.39354332309538,0.9995441158981928,0.21721810925467505
60,3.6,12.071067811865476,22.071067811865476,1.1029155587699986,0.24898874982953145
61,3.6,17.071067811865476,17.071067811865476,0.7504323900155774,0.3284907139587073
62,4.0,10.0,15.0,0.25752185991407384,0.7747153934691374
63,3.8,45.0,32.071067811865476,0.9505960683975563,1.225378773455399
64,4.0,10.0,22.071067811865476,4.286162839464239,1.219678123641689
65,4.0,22.071067811865476,5.0,4.278736967667202,1.0324352435095052
66,4.0,10.0,15.0,4.176214342315811,2.420891673115307
67,4.2,15.0,15.0,3.6987890268357337,1.995773188288875
68,4.0,15.0,5.0,3.3685239583595807,1.6170277888643125
69,4.0,10.0,5.0,3.543190912228778,1.9785595589956873
70,4.0,10.0,5.0,2.8030191733525545,2.2451789712915575
71,4.0,31.180339887498953,29.14213562373095,2.86951446010581,2.27904444911501
72,4.4,31.213203435596427,58.86349517372675,1.1598177456163496,2.4789422618229757
73,5.6,61.94525211291369,90.41037280561189,1.423463856406932,2.513584173972747
74,5.2,134.8249581976774,107.34168195222883,1.320558713048202,1.2911252316765616
75,6.2,100.62305898749054,125.49883165701335,1.4552540514146046,1.0195220576000437
76,6.6,59.35240796333875,67.80311648918274,1.2609645514818746,1.025528431266657
77,6.6,36.21320343559643,32.071067811865476,3.2274617037939217,0.8036562222386548
78,6.8,31.180339887498953,22.071067811865476,3.493504882570033,0.37187494664153586
79,6.6,20.0,15.0,3.557982550279709,0.3833992008214518
80,6.2,52.360679774997905,61.18033988749895,3.4921511741776055,0.19301951213164942
81,6.8,91.4269164289302,78.41864461727104,3.0535739668356348,0.585032812078208
82,6.6,65.8113883008419,70.8113883008419,3.1044251253668453,0.6635037201690367
